AIRLINE,FL_DATE,ARR_DELAY,FL_NUMBER,ORIGIN_CITY,CANCELLED,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Alaska Airlines Inc.,2023-05-22,-10.0,447,"El Paso, TX",0.0,0.0,0.0,15.0,0.0,0.0
American Airlines Inc.,2023-05-22,-25.0,2722,"Reno, NV",0.0,0.0,0.0,26.0,0.0,0.0
United Air Lines Inc.,2023-05-22,246.0,2225,"Albany, NY",0.0,246.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-22,-10.0,3581,"Jacksonville/Camp Lejeune, NC",0.0,,,,,
Southwest Airlines Co.,2023-05-23,-2.0,1109,"Santa Ana, CA",0.0,16.0,0.0,3.0,0.0,15.0
American Airlines Inc.,2023-05-23,3.0,2823,"Nashville, TN",0.0,2.0,0.0,0.0,0.0,46.0
United Air Lines Inc.,2023-05-23,17.0,706,"Kahului, HI",0.0,0.0,0.0,17.0,0.0,0.0
Delta Air Lines Inc.,2023-05-23,-8.0,2200,"Columbus, OH",0.0,46.0,0.0,19.0,0.0,0.0
JetBlue Airways,2023-05-23,-19.0,1383,"Portland, ME",0.0,0.0,0.0,28.0,0.0,0.0
Envoy Air,2023-05-23,-7.0,3868,"Burbank, CA",0.0,,,,,
Republic Airline,2023-05-23,-29.0,3511,"Hartford, CT",0.0,0.0,0.0,25.0,0.0,0.0
PSA Airlines Inc.,2023-05-23,-10.0,5416,"Richmond, VA",0.0,,,,,
Delta Air Lines Inc.,2023-05-24,-9.0,2304,"Hartford, CT",0.0,0.0,0.0,0.0,0.0,40.0
SkyWest Airlines Inc.,2023-05-24,-20.0,3713,"Burbank, CA",0.0,0.0,0.0,17.0,0.0,0.0
Delta Air Lines Inc.,2023-05-24,61.0,1707,"Bismarck/Mandan, ND",0.0,61.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-05-24,19.0,553,"Knoxville, TN",1.0,1.0,0.0,0.0,0.0,18.0
Envoy Air,2023-05-24,1.0,3872,"Eugene, OR",0.0,,,,,
SkyWest Airlines Inc.,2023-05-25,-11.0,4748,"Green Bay, WI",0.0,0.0,0.0,0.0,0.0,24.0
SkyWest Airlines Inc.,2023-05-25,-6.0,4976,"Monroe, LA",0.0,0.0,0.0,0.0,0.0,290.0
Envoy Air,2023-05-25,-16.0,3888,"Montrose/Delta, CO",0.0,,,,,
JetBlue Airways,2023-05-26,31.0,1284,"Orlando, FL",0.0,2.0,0.0,0.0,0.0,29.0
Alaska Airlines Inc.,2023-05-26,-30.0,1282,"Portland, OR",0.0,0.0,0.0,6.0,0.0,16.0
Frontier Airlines Inc.,2023-05-26,-10.0,801,"Ontario, CA",0.0,14.0,0.0,0.0,0.0,37.0
American Airlines Inc.,2023-05-26,-24.0,1812,"Wilmington, NC",0.0,0.0,0.0,6.0,0.0,56.0
Envoy Air,2023-05-26,-8.0,3475,"Bloomington/Normal, IL",0.0,4.0,0.0,17.0,0.0,0.0
United Air Lines Inc.,2023-05-26,-9.0,465,"Cedar Rapids/Iowa City, IA",0.0,0.0,0.0,204.0,0.0,0.0
Spirit Air Lines,2023-05-26,0.0,246,"Cleveland, OH",0.0,39.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-26,-18.0,5053,"Jamestown, ND",0.0,0.0,0.0,0.0,0.0,23.0
Envoy Air,2023-05-26,-17.0,4231,"Columbia, MO",0.0,4.0,0.0,0.0,0.0,18.0
Envoy Air,2023-05-26,-27.0,4225,"Detroit, MI",0.0,25.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-05-27,-27.0,707,"Austin, TX",0.0,20.0,0.0,0.0,0.0,1.0
SkyWest Airlines Inc.,2023-05-27,-10.0,4966,"Lake Charles, LA",0.0,55.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-27,-25.0,3999,"Marquette, MI",0.0,51.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-27,-6.0,2125,"Oakland, CA",0.0,0.0,0.0,0.0,0.0,89.0
Republic Airline,2023-05-27,-24.0,5590,"Traverse City, MI",0.0,0.0,0.0,14.0,0.0,25.0
SkyWest Airlines Inc.,2023-05-27,0.0,3419,"Walla Walla, WA",0.0,0.0,0.0,0.0,0.0,21.0
American Airlines Inc.,2023-05-28,-4.0,1594,"Oklahoma City, OK",0.0,1093.0,0.0,14.0,0.0,0.0
Southwest Airlines Co.,2023-05-28,-12.0,1354,"Sarasota/Bradenton, FL",0.0,8.0,0.0,52.0,0.0,3.0
Alaska Airlines Inc.,2023-05-28,-39.0,385,"Boston, MA",0.0,0.0,0.0,18.0,0.0,0.0
Endeavor Air Inc.,2023-05-28,-7.0,4628,"Des Moines, IA",0.0,0.0,0.0,22.0,0.0,0.0
PSA Airlines Inc.,2023-05-28,1.0,5618,"Roanoke, VA",0.0,0.0,0.0,0.0,0.0,35.0
Frontier Airlines Inc.,2023-05-28,0.0,2269,"New York, NY",0.0,0.0,0.0,0.0,0.0,34.0
Allegiant Air,2023-05-28,-6.0,466,"Portland, OR",0.0,247.0,0.0,8.0,0.0,0.0
Alaska Airlines Inc.,2023-05-28,-7.0,1217,"Sacramento, CA",0.0,6.0,0.0,0.0,0.0,45.0
Allegiant Air,2023-05-28,-27.0,983,"Bangor, ME",0.0,0.0,0.0,0.0,0.0,149.0
Frontier Airlines Inc.,2023-05-28,4.0,517,"Oklahoma City, OK",0.0,0.0,0.0,15.0,0.0,0.0
Delta Air Lines Inc.,2023-05-29,-13.0,1432,"Dallas, TX",0.0,0.0,0.0,57.0,0.0,1.0
Alaska Airlines Inc.,2023-05-29,-22.0,541,"Austin, TX",0.0,0.0,0.0,27.0,0.0,0.0
JetBlue Airways,2023-05-29,2.0,896,"Atlanta, GA",0.0,2.0,0.0,43.0,0.0,18.0
Allegiant Air,2023-05-29,-30.0,3101,"Minneapolis, MN",0.0,0.0,0.0,26.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-29,-1.0,5023,"Prescott, AZ",0.0,0.0,0.0,0.0,0.0,42.0
Alaska Airlines Inc.,2023-05-29,8.0,500,"Indianapolis, IN",0.0,0.0,130.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-29,-16.0,704,"Eugene, OR",0.0,,,,,
Alaska Airlines Inc.,2023-05-30,-8.0,643,"Denver, CO",0.0,0.0,0.0,0.0,0.0,34.0
SkyWest Airlines Inc.,2023-05-30,56.0,4696,"Bakersfield, CA",0.0,0.0,0.0,56.0,0.0,0.0
Envoy Air,2023-05-30,-22.0,3777,"Sacramento, CA",0.0,4.0,0.0,0.0,0.0,12.0
Alaska Airlines Inc.,2023-05-30,34.0,88,"Kodiak, AK",0.0,0.0,0.0,4.0,0.0,30.0
SkyWest Airlines Inc.,2023-05-30,-25.0,4237,"Pellston, MI",0.0,104.0,0.0,0.0,0.0,0.0
Republic Airline,2023-05-30,-14.0,5749,"Lexington, KY",0.0,0.0,0.0,38.0,0.0,0.0
Delta Air Lines Inc.,2023-05-30,-15.0,1562,"Juneau, AK",0.0,,,,,
PSA Airlines Inc.,2023-05-30,-27.0,5060,"Baltimore, MD",0.0,,,,,
Endeavor Air Inc.,2023-05-31,-22.0,5463,"New York, NY",0.0,0.0,0.0,0.0,0.0,49.0
JetBlue Airways,2023-05-31,-19.0,1470,"Charleston, SC",0.0,0.0,0.0,0.0,0.0,20.0
American Airlines Inc.,2023-05-31,-10.0,1355,"Savannah, GA",0.0,0.0,8.0,6.0,0.0,74.0
SkyWest Airlines Inc.,2023-05-31,-8.0,3126,"Bend/Redmond, OR",0.0,22.0,0.0,0.0,0.0,0.0
Spirit Air Lines,2023-05-31,50.0,1261,"Portland, OR",0.0,0.0,0.0,18.0,0.0,32.0
SkyWest Airlines Inc.,2023-05-31,-18.0,5312,"Saginaw/Bay City/Midland, MI",0.0,24.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-05-31,7.0,4666,"Amarillo, TX",0.0,0.0,0.0,0.0,0.0,92.0
SkyWest Airlines Inc.,2023-05-31,-24.0,4334,"Iron Mountain/Kingsfd, MI",0.0,0.0,20.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-05-31,-6.0,1622,"Wilmington, NC",0.0,116.0,0.0,0.0,0.0,0.0
Republic Airline,2023-06-01,-17.0,3540,"Manchester, NH",0.0,0.0,0.0,24.0,0.0,0.0
Delta Air Lines Inc.,2023-06-01,-11.0,2514,"Indianapolis, IN",0.0,0.0,0.0,19.0,0.0,0.0
Alaska Airlines Inc.,2023-06-01,-34.0,589,"Dallas, TX",0.0,0.0,0.0,16.0,0.0,6.0
SkyWest Airlines Inc.,2023-06-01,-3.0,5060,"Salina, KS",0.0,0.0,0.0,0.0,0.0,16.0
Alaska Airlines Inc.,2023-06-01,3.0,812,"Kahului, HI",0.0,0.0,0.0,0.0,0.0,49.0
Southwest Airlines Co.,2023-06-01,-20.0,1438,"Valparaiso, FL",0.0,0.0,0.0,0.0,0.0,146.0
Allegiant Air,2023-06-01,-19.0,2262,"Pasco/Kennewick/Richland, WA",0.0,0.0,0.0,2.0,0.0,114.0
PSA Airlines Inc.,2023-06-01,-24.0,5404,"Atlanta, GA",0.0,0.0,132.0,1.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-01,-11.0,4721,"Mission/McAllen/Edinburg, TX",0.0,19.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-06-02,1.0,5258,"Detroit, MI",0.0,14.0,0.0,0.0,0.0,8.0
SkyWest Airlines Inc.,2023-06-02,-2.0,3841,"Reno, NV",0.0,299.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-02,6.0,5616,"Fresno, CA",0.0,460.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,2023-06-02,40.0,9,"Los Angeles, CA",0.0,40.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-06-02,13.0,623,"Fort Lauderdale, FL",0.0,0.0,0.0,39.0,0.0,0.0
Alaska Airlines Inc.,2023-06-02,27.0,66,"Cordova, AK",0.0,12.0,0.0,0.0,0.0,15.0
Allegiant Air,2023-06-02,-9.0,996,"Bloomington/Normal, IL",0.0,0.0,0.0,121.0,0.0,39.0
Envoy Air,2023-06-02,-9.0,3478,"Amarillo, TX",0.0,0.0,0.0,25.0,0.0,6.0
United Air Lines Inc.,2023-06-02,-13.0,2397,"Ontario, CA",0.0,0.0,0.0,0.0,0.0,82.0
JetBlue Airways,2023-06-02,204.0,670,"San Jose, CA",0.0,16.0,0.0,22.0,0.0,166.0
United Air Lines Inc.,2023-06-02,-20.0,539,"Fayetteville, AR",0.0,7.0,0.0,0.0,0.0,51.0
Delta Air Lines Inc.,2023-06-02,-7.0,2760,"Rochester, MN",0.0,,,,,
SkyWest Airlines Inc.,2023-06-02,119.0,3984,"Baltimore, MD",0.0,119.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-06-03,33.0,462,"Manchester, NH",0.0,26.0,0.0,0.0,0.0,7.0
American Airlines Inc.,2023-06-03,2.0,406,"Eugene, OR",0.0,0.0,18.0,0.0,0.0,0.0
Republic Airline,2023-06-03,-13.0,3454,"Dallas/Fort Worth, TX",0.0,,,,,
JetBlue Airways,2023-06-04,101.0,946,"Nashville, TN",0.0,0.0,0.0,16.0,0.0,85.0
Southwest Airlines Co.,2023-06-04,-12.0,5158,"Fresno, CA",0.0,0.0,0.0,0.0,0.0,16.0
Republic Airline,2023-06-04,2.0,3402,"Cincinnati, OH",0.0,0.0,0.0,0.0,0.0,41.0
Endeavor Air Inc.,2023-06-04,0.0,4678,"Ithaca/Cortland, NY",0.0,0.0,0.0,5.0,0.0,15.0
Delta Air Lines Inc.,2023-06-04,-10.0,2997,"Bozeman, MT",0.0,0.0,0.0,1.0,0.0,439.0
Spirit Air Lines,2023-06-04,-15.0,2517,"Reno, NV",0.0,0.0,0.0,0.0,0.0,189.0
SkyWest Airlines Inc.,2023-06-04,-22.0,4759,"Birmingham, AL",0.0,89.0,0.0,0.0,0.0,0.0
JetBlue Airways,2023-06-04,-26.0,360,"Philadelphia, PA",0.0,13.0,0.0,12.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-05,-10.0,3883,"Minneapolis, MN",0.0,21.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-06-05,72.0,541,"San Diego, CA",0.0,0.0,0.0,0.0,0.0,72.0
Delta Air Lines Inc.,2023-06-05,-23.0,1179,"New Orleans, LA",0.0,0.0,0.0,557.0,0.0,0.0
Envoy Air,2023-06-05,18.0,3499,"Billings, MT",0.0,0.0,0.0,18.0,0.0,0.0
Delta Air Lines Inc.,2023-06-05,156.0,2745,"Huntsville, AL",0.0,0.0,0.0,0.0,0.0,156.0
SkyWest Airlines Inc.,2023-06-05,-9.0,4834,"Austin, TX",0.0,0.0,0.0,0.0,0.0,52.0
Endeavor Air Inc.,2023-06-05,-7.0,4946,"Portland, ME",0.0,29.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-06-05,-16.0,2384,"Daytona Beach, FL",0.0,29.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-05,2.0,4283,"Bemidji, MN",0.0,33.0,0.0,0.0,0.0,0.0
Envoy Air,2023-06-05,26.0,3644,"Little Rock, AR",0.0,25.0,0.0,0.0,0.0,1.0
Spirit Air Lines,2023-06-05,-24.0,1234,"Fort Myers, FL",0.0,0.0,0.0,0.0,0.0,54.0
Republic Airline,2023-06-05,-22.0,4369,"Panama City, FL",0.0,0.0,0.0,0.0,0.0,31.0
SkyWest Airlines Inc.,2023-06-05,-1.0,4714,"Flint, MI",0.0,15.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-06-05,64.0,763,"Medford, OR",0.0,20.0,0.0,24.0,0.0,20.0
American Airlines Inc.,2023-06-06,-17.0,1825,"Dallas/Fort Worth, TX",0.0,18.0,0.0,16.0,0.0,316.0
United Air Lines Inc.,2023-06-06,-40.0,2298,"Minneapolis, MN",0.0,36.0,0.0,16.0,0.0,0.0
American Airlines Inc.,2023-06-06,-4.0,2879,"Monterey, CA",0.0,0.0,0.0,3.0,0.0,41.0
Envoy Air,2023-06-06,37.0,3855,"El Paso, TX",0.0,0.0,0.0,37.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-06,20.0,5657,"Sarasota/Bradenton, FL",0.0,20.0,0.0,0.0,0.0,0.0
Republic Airline,2023-06-07,3.0,5662,"Charlotte, NC",0.0,0.0,0.0,0.0,0.0,53.0
Envoy Air,2023-06-07,-11.0,3978,"Phoenix, AZ",0.0,136.0,0.0,0.0,0.0,45.0
Endeavor Air Inc.,2023-06-07,-24.0,4917,"Birmingham, AL",0.0,62.0,0.0,0.0,0.0,2.0
American Airlines Inc.,2023-06-07,-7.0,1225,"Richmond, VA",0.0,0.0,3.0,0.0,0.0,44.0
Republic Airline,2023-06-07,-18.0,3589,"Rochester, NY",0.0,0.0,0.0,218.0,0.0,0.0
Delta Air Lines Inc.,2023-06-07,-9.0,2033,"Charlottesville, VA",0.0,148.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-07,-9.0,4272,"Brainerd, MN",0.0,150.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-06-07,-28.0,787,"Green Bay, WI",0.0,0.0,0.0,15.0,0.0,0.0
Alaska Airlines Inc.,2023-06-07,-48.0,187,"Adak Island, AK",0.0,0.0,0.0,7.0,28.0,0.0
Envoy Air,2023-06-07,-15.0,3459,"Salt Lake City, UT",0.0,,,,,
Allegiant Air,2023-06-08,-15.0,2542,"South Bend, IN",0.0,0.0,0.0,15.0,0.0,0.0
Spirit Air Lines,2023-06-08,0.0,123,"San Juan, PR",0.0,0.0,40.0,49.0,0.0,0.0
Delta Air Lines Inc.,2023-06-08,-8.0,2604,"Baton Rouge, LA",0.0,0.0,0.0,23.0,0.0,0.0
Republic Airline,2023-06-08,-10.0,4687,"Worcester, MA",0.0,0.0,0.0,64.0,0.0,0.0
American Airlines Inc.,2023-06-08,13.0,2320,"Rochester, NY",0.0,422.0,0.0,16.0,0.0,0.0
Alaska Airlines Inc.,2023-06-08,6.0,650,"Albuquerque, NM",0.0,2.0,0.0,20.0,0.0,42.0
United Air Lines Inc.,2023-06-08,65.0,2418,"San Jose, CA",0.0,0.0,0.0,65.0,0.0,0.0
Republic Airline,2023-06-08,55.0,3679,"Greer, SC",0.0,55.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-06-08,-12.0,1541,"Flint, MI",0.0,18.0,0.0,13.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-08,6.0,4106,"Richmond, VA",0.0,0.0,28.0,0.0,0.0,0.0
Allegiant Air,2023-06-08,-13.0,992,"Chattanooga, TN",0.0,4.0,0.0,2.0,0.0,16.0
American Airlines Inc.,2023-06-09,-18.0,943,"Boston, MA",0.0,79.0,0.0,6.0,0.0,0.0
Envoy Air,2023-06-09,9.0,3930,"Traverse City, MI",0.0,0.0,0.0,0.0,0.0,343.0
United Air Lines Inc.,2023-06-09,19.0,1394,"Greer, SC",0.0,19.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-09,30.0,4281,"Elko, NV",0.0,30.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-06-09,44.0,2634,"Hayden, CO",0.0,0.0,0.0,29.0,0.0,15.0
SkyWest Airlines Inc.,2023-06-09,-5.0,4233,"Rhinelander, WI",0.0,16.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,2023-06-09,29.0,11,"San Francisco, CA",0.0,29.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-09,-20.0,4747,"Dickinson, ND",0.0,38.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-06-09,-13.0,1196,"Oklahoma City, OK",0.0,0.0,0.0,19.0,0.0,42.0
Frontier Airlines Inc.,2023-06-10,164.0,1287,"Orlando, FL",0.0,0.0,159.0,5.0,0.0,0.0
Delta Air Lines Inc.,2023-06-10,-16.0,2615,"Las Vegas, NV",0.0,0.0,0.0,160.0,0.0,0.0
Frontier Airlines Inc.,2023-06-10,11.0,671,"Myrtle Beach, SC",0.0,0.0,0.0,0.0,0.0,55.0
American Airlines Inc.,2023-06-11,-29.0,2134,"Washington, DC",0.0,0.0,0.0,49.0,0.0,0.0
Delta Air Lines Inc.,2023-06-11,5.0,1767,"Jackson, WY",0.0,15.0,0.0,20.0,0.0,0.0
Endeavor Air Inc.,2023-06-11,-13.0,5285,"Traverse City, MI",0.0,0.0,0.0,0.0,0.0,54.0
JetBlue Airways,2023-06-11,-19.0,178,"Las Vegas, NV",0.0,47.0,0.0,6.0,0.0,62.0
SkyWest Airlines Inc.,2023-06-11,-13.0,3269,"Longview, TX",0.0,0.0,0.0,0.0,0.0,33.0
JetBlue Airways,2023-06-11,-30.0,66,"Albuquerque, NM",0.0,15.0,0.0,0.0,0.0,0.0
Envoy Air,2023-06-11,-8.0,3975,"Rapid City, SD",0.0,7.0,0.0,0.0,0.0,35.0
American Airlines Inc.,2023-06-12,-18.0,1813,"Philadelphia, PA",1.0,0.0,0.0,18.0,0.0,0.0
PSA Airlines Inc.,2023-06-12,-11.0,5493,"Wilmington, NC",1.0,0.0,0.0,3.0,0.0,44.0
Frontier Airlines Inc.,2023-06-12,8.0,1995,"El Paso, TX",0.0,0.0,0.0,0.0,0.0,18.0
Allegiant Air,2023-06-12,-12.0,3110,"Little Rock, AR",0.0,0.0,0.0,0.0,0.0,22.0
American Airlines Inc.,2023-06-13,-10.0,1862,"Pittsburgh, PA",0.0,46.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-06-13,14.0,2369,"Spokane, WA",0.0,15.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-06-13,28.0,1681,"El Paso, TX",0.0,2.0,0.0,0.0,0.0,26.0
SkyWest Airlines Inc.,2023-06-13,-11.0,5897,"San Luis Obispo, CA",0.0,0.0,0.0,0.0,0.0,31.0
JetBlue Airways,2023-06-13,46.0,30,"San Diego, CA",0.0,0.0,0.0,0.0,0.0,46.0
SkyWest Airlines Inc.,2023-06-13,9.0,3796,"Sitka, AK",0.0,593.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-06-13,11.0,1239,"Boston, MA",0.0,9.0,0.0,7.0,0.0,0.0
Republic Airline,2023-06-13,14.0,5672,"Omaha, NE",0.0,0.0,0.0,0.0,0.0,60.0
PSA Airlines Inc.,2023-06-13,-9.0,5016,"Jacksonville, FL",0.0,64.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-06-13,1.0,2607,"Fairbanks, AK",0.0,40.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-06-13,71.0,508,"Cincinnati, OH",0.0,0.0,0.0,0.0,0.0,71.0
Southwest Airlines Co.,2023-06-14,9.0,1079,"Phoenix, AZ",0.0,15.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-06-14,0.0,5608,"Washington, DC",0.0,0.0,0.0,20.0,0.0,0.0
Endeavor Air Inc.,2023-06-14,-8.0,5424,"Cleveland, OH",0.0,19.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-06-14,46.0,2974,"Lexington, KY",0.0,0.0,0.0,46.0,0.0,0.0
Southwest Airlines Co.,2023-06-14,25.0,2486,"Jacksonville, FL",0.0,0.0,0.0,25.0,0.0,0.0
JetBlue Airways,2023-06-14,239.0,2186,"Pittsburgh, PA",0.0,0.0,0.0,0.0,0.0,239.0
Alaska Airlines Inc.,2023-06-14,14.0,405,"Oklahoma City, OK",0.0,0.0,0.0,26.0,0.0,0.0
Allegiant Air,2023-06-14,5.0,2886,"Gulfport/Biloxi, MS",0.0,17.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-06-15,-10.0,2249,"Seattle, WA",0.0,1.0,0.0,0.0,0.0,39.0
Endeavor Air Inc.,2023-06-15,-23.0,5261,"Washington, DC",0.0,20.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-06-15,57.0,453,"Houston, TX",0.0,28.0,0.0,0.0,0.0,29.0
JetBlue Airways,2023-06-15,-17.0,233,"Burlington, VT",0.0,56.0,0.0,7.0,0.0,0.0
Alaska Airlines Inc.,2023-06-15,-13.0,515,"Milwaukee, WI",0.0,0.0,0.0,40.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-15,-14.0,4647,"Bangor, ME",0.0,0.0,32.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-06-16,167.0,623,"Detroit, MI",0.0,92.0,0.0,23.0,0.0,52.0
American Airlines Inc.,2023-06-16,21.0,2570,"Portland, ME",0.0,0.0,0.0,21.0,0.0,0.0
Frontier Airlines Inc.,2023-06-16,25.0,1198,"San Antonio, TX",0.0,0.0,0.0,0.0,0.0,25.0
Allegiant Air,2023-06-16,-6.0,708,"Omaha, NE",0.0,0.0,0.0,55.0,0.0,0.0
United Air Lines Inc.,2023-06-16,-8.0,247,"Colorado Springs, CO",0.0,0.0,0.0,0.0,0.0,143.0
Delta Air Lines Inc.,2023-06-17,-11.0,2899,"Birmingham, AL",0.0,0.0,0.0,0.0,0.0,144.0
Allegiant Air,2023-06-17,236.0,383,"Cincinnati, OH",0.0,229.0,0.0,7.0,0.0,0.0
Republic Airline,2023-06-17,-11.0,5719,"Boston, MA",0.0,44.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-06-17,-20.0,1607,"Richmond, VA",0.0,1.0,0.0,28.0,0.0,8.0
Frontier Airlines Inc.,2023-06-17,-8.0,739,"Tampa, FL",0.0,0.0,0.0,33.0,0.0,0.0
Allegiant Air,2023-06-17,14.0,1497,"San Diego, CA",0.0,0.0,0.0,20.0,0.0,116.0
Endeavor Air Inc.,2023-06-17,-12.0,5350,"Alexandria, LA",0.0,0.0,0.0,0.0,0.0,49.0
JetBlue Airways,2023-06-17,36.0,162,"Sacramento, CA",0.0,19.0,0.0,4.0,0.0,13.0
American Airlines Inc.,2023-06-17,13.0,489,"Rapid City, SD",0.0,,,,,
Southwest Airlines Co.,2023-06-18,39.0,719,"Dallas, TX",0.0,15.0,0.0,6.0,0.0,18.0
Endeavor Air Inc.,2023-06-18,-27.0,4920,"Cincinnati, OH",0.0,10.0,0.0,21.0,0.0,9.0
Southwest Airlines Co.,2023-06-18,-8.0,5100,"Memphis, TN",0.0,12.0,0.0,0.0,0.0,16.0
PSA Airlines Inc.,2023-06-18,-9.0,5121,"Portland, ME",0.0,1.0,0.0,30.0,0.0,0.0
Allegiant Air,2023-06-18,-14.0,233,"Newark, NJ",0.0,0.0,0.0,3.0,0.0,71.0
Endeavor Air Inc.,2023-06-18,1.0,5041,"Madison, WI",0.0,0.0,0.0,22.0,0.0,0.0
Republic Airline,2023-06-18,-5.0,4506,"Columbia, SC",0.0,10.0,0.0,1.0,0.0,11.0
Alaska Airlines Inc.,2023-06-18,-22.0,491,"Pittsburgh, PA",0.0,3.0,0.0,0.0,0.0,14.0
PSA Airlines Inc.,2023-06-18,-5.0,5527,"Rapid City, SD",0.0,0.0,0.0,0.0,0.0,45.0
Alaska Airlines Inc.,2023-06-18,-9.0,419,"Detroit, MI",0.0,0.0,0.0,15.0,0.0,0.0
United Air Lines Inc.,2023-06-18,-1.0,2082,"Harrisburg, PA",0.0,17.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-06-18,2.0,2706,"Roanoke, VA",0.0,0.0,0.0,0.0,0.0,162.0
Delta Air Lines Inc.,2023-06-18,-25.0,2368,"Colorado Springs, CO",0.0,17.0,0.0,0.0,0.0,0.0
Envoy Air,2023-06-18,-6.0,3846,"Burlington, VT",0.0,,,,,
Endeavor Air Inc.,2023-06-18,10.0,5465,"Tallahassee, FL",0.0,0.0,0.0,10.0,0.0,231.0
United Air Lines Inc.,2023-06-19,22.0,323,"Newark, NJ",0.0,22.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-06-19,-13.0,3557,"Los Angeles, CA",0.0,11.0,0.0,0.0,0.0,25.0
Delta Air Lines Inc.,2023-06-19,-2.0,1404,"Miami, FL",0.0,11.0,0.0,66.0,0.0,5.0
American Airlines Inc.,2023-06-19,-12.0,2655,"Portland, OR",0.0,0.0,0.0,22.0,0.0,0.0
PSA Airlines Inc.,2023-06-19,27.0,5180,"White Plains, NY",0.0,7.0,0.0,10.0,0.0,10.0
Delta Air Lines Inc.,2023-06-19,4.0,2724,"Dayton, OH",0.0,0.0,0.0,25.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-20,-8.0,3694,"White Plains, NY",0.0,35.0,0.0,0.0,0.0,0.0
Envoy Air,2023-06-20,-22.0,3490,"Fargo, ND",0.0,0.0,263.0,2.0,0.0,0.0
PSA Airlines Inc.,2023-06-20,-16.0,5281,"Lafayette, LA",0.0,0.0,0.0,29.0,0.0,0.0
Alaska Airlines Inc.,2023-06-21,-18.0,108,"Anchorage, AK",0.0,0.0,0.0,3.0,0.0,17.0
JetBlue Airways,2023-06-21,43.0,533,"Hartford, CT",0.0,0.0,0.0,43.0,0.0,0.0
United Air Lines Inc.,2023-06-21,-10.0,1376,"Grand Rapids, MI",0.0,17.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-06-21,-18.0,1053,"Midland/Odessa, TX",0.0,81.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-06-21,9.0,1354,"Atlanta, GA",0.0,0.0,0.0,33.0,0.0,0.0
Southwest Airlines Co.,2023-06-21,-7.0,675,"Colorado Springs, CO",0.0,0.0,0.0,35.0,0.0,0.0
