AIRLINE,FL_DATE,ARR_DELAY,FL_NUMBER,ORIGIN_CITY,CANCELLED,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
JetBlue Airways,2023-08-30,-22.0,2122,"Nantucket, MA",0.0,0.0,0.0,6.0,0.0,33.0
PSA Airlines Inc.,2023-08-30,-23.0,5086,"Detroit, MI",0.0,375.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-08-30,-28.0,1548,"Pensacola, FL",0.0,0.0,0.0,0.0,0.0,15.0
Alaska Airlines Inc.,2023-08-30,2.0,450,"Columbus, OH",0.0,3.0,0.0,0.0,0.0,26.0
United Air Lines Inc.,2023-08-30,-6.0,453,"Myrtle Beach, SC",0.0,0.0,0.0,3.0,0.0,41.0
Frontier Airlines Inc.,2023-08-31,-21.0,2479,"Houston, TX",0.0,30.0,0.0,10.0,0.0,14.0
Delta Air Lines Inc.,2023-08-31,-19.0,1850,"Charlotte, NC",0.0,0.0,0.0,0.0,0.0,33.0
Endeavor Air Inc.,2023-08-31,-5.0,5141,"Minneapolis, MN",0.0,0.0,0.0,29.0,0.0,0.0
Republic Airline,2023-08-31,-25.0,4280,"Memphis, TN",0.0,0.0,0.0,0.0,0.0,19.0
Southwest Airlines Co.,2023-08-31,-2.0,1650,"Hartford, CT",0.0,19.0,0.0,14.0,0.0,0.0
Southwest Airlines Co.,2023-08-31,-11.0,1333,"Hilo, HI",0.0,0.0,0.0,24.0,0.0,0.0
Republic Airline,2023-08-31,-35.0,3418,"Asheville, NC",0.0,0.0,0.0,117.0,0.0,0.0
SkyWest Airlines Inc.,2023-08-31,-18.0,4258,"Escanaba, MI",0.0,55.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-08-31,-10.0,5355,"Columbia, SC",0.0,0.0,69.0,13.0,0.0,0.0
